Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18
Gene4554	3	33	28	10	40	31	13	8	50	17	1	23	12	31	28	19	27	9
Gene4555	7	0	0	2	7	0	5	1	0	2	3	0	0	0	12	7	5	1
Gene4556	9	9	7	1	1	1	3	0	3	0	0	0	0	0	0	1	3	5
Gene4557	222	199	103	106	90	8	9	91	110	22	23	62	33	44	21	23	1	44
Gene4558	1	19	7	4	24	14	10	6	0	2	5	2	0	1	0	6	17	21
Gene4559	1	46	6	27	19	42	5	39	10	47	0	5	11	45	13	125	9	35
Gene4560	0	0	0	2	3	1	4	0	3	0	1	0	0	0	1	0	2	3
Gene4561	6	21	16	25	0	0	4	9	7	6	3	9	2	4	0	2	0	4
Gene4562	18	13	14	17	13	20	1	24	22	14	26	33	11	14	3	3	0	33
Gene4563	0	1	1	10	3	0	3	7	1	0	1	0	0	0	3	4	8	14
Gene4564	1	25	12	18	12	7	21	16	65	5	0	19	11	2	19	1	2	10
Gene4565	41	50	3	11	25	8	30	82	27	12	6	7	1	10	21	8	10	33
Gene4566	0	6	1	10	0	0	3	21	15	3	0	2	1	2	0	3	0	3
Gene4567	89	123	105	226	246	60	17	116	381	89	99	101	46	88	55	57	4	84
Gene4568	103	58	66	57	48	124	69	47	2	71	151	59	113	55	101	248	175	87
Gene4569	1	14	6	3	6	10	11	4	7	10	0	7	8	1	3	18	1	13
Gene4570	4	6	0	4	1	5	1	1	1	1	0	0	0	4	0	1	1	3
Gene4571	1	3	0	6	1	1	23	8	1	1	18	56	3	3	1	21	4	2
Gene4572	86	83	102	126	121	55	13	97	70	76	47	50	26	102	89	66	7	47
Gene4573	221	83	322	98	106	33	167	108	8	28	22	75	102	85	28	61	70	163
Gene4574	3	5	10	17	5	8	3	3	11	6	0	4	8	4	13	4	9	4
Gene4575	57	46	6	41	126	228	66	52	50	128	108	87	4	128	175	52	274	86
Gene4576	41	46	52	63	5	15	52	52	121	193	291	216	335	169	35	70	59	38
Gene4577	1	9	2	2	16	0	0	0	0	0	2	0	0	0	0	0	0	0
Gene4578	1	13	15	12	6	7	23	12	0	8	9	10	17	12	5	10	16	18
Gene4579	6	57	147	150	110	23	109	41	95	26	1	28	29	25	23	24	12	135
Gene4580	1	9	0	0	6	0	22	6	2	1	0	1	0	0	0	3	2	1
Gene4581	75	64	45	31	4	39	38	74	113	104	35	57	61	17	2	33	92	70
Gene4582	52	77	39	35	41	3548	7	53	107	2272	3981	2337	2760	1218	3165	4765	400	43
Gene4583	2	25	31	6	8	11	18	2	0	4	17	19	3	21	22	8	61	7
Gene4584	3	22	17	23	18	44	4	14	13	125	2	68	109	27	45	5	58	30
Gene4585	123	59	1	51	116	10	56	97	76	14	12	13	1	26	12	14	3	73
Gene4586	97	130	183	96	2	148	75	87	152	116	75	226	125	135	11	98	103	161
Gene4587	40	37	43	36	35	5	4	52	37	10	4	6	6	12	3	4	0	20
Gene4588	16	25	30	18	23	45	18	20	0	11	32	25	82	35	33	52	12	35
Gene4589	3	27	33	64	35	19	19	48	20	1	4	25	8	26	20	20	10	19
Gene4590	13	10	1	22	45	7	5	2	16	17	18	18	8	26	19	27	24	21
Gene4591	10	11	31	14	0	57	11	5	8	183	55	123	209	238	12	41	139	5
Gene4592	6	0	0	2	1	6	0	1	0	0	0	0	1	1	0	3	0	0
Gene4593	53	11	30	20	14	21	50	25	5	29	15	41	13	43	13	36	39	32
Gene4594	3	22	28	27	40	94	13	35	39	59	5	30	43	24	48	46	68	31
Gene4595	3	0	0	0	0	0	2	0	0	0	2	5	0	0	0	3	1	3
Gene4596	12	16	16	5	1	31	24	35	35	11	18	24	8	24	0	8	28	15
Gene4597	22	0	6	7	5	0	2	10	2	0	0	0	0	0	1	0	0	3
Gene4598	12	9	2	9	0	8	1	1	0	1	18	18	0	23	17	17	2	14
Gene4599	7	43	91	77	78	56	101	82	75	210	8	35	49	101	133	61	46	116
Gene4600	241	197	25	205	144	117	307	195	267	88	95	90	10	63	41	99	90	276
Gene4601	3	10	1	0	0	8	16	3	8	0	5	3	7	10	0	2	6	1
Gene4602	2	18	0	1	9	8	0	0	6	2	22	6	23	3	1	7	1	2
Gene4603	11	7	18	5	25	0	33	9	0	0	0	1	3	1	1	0	0	8
Gene4604	0	29	31	37	6	36	17	24	38	32	1	57	65	138	107	36	63	19
Gene4605	20	4	4	12	9	52	52	19	5	61	84	28	4	25	34	37	167	27
Gene4606	2	8	20	9	0	2	7	3	2	12	9	61	22	9	1	2	23	6
Gene4607	46	49	38	52	22	8	1	16	31	11	33	11	15	53	54	18	1	18
Gene4608	23	26	12	15	8	137	16	0	1	26	20	198	147	30	132	129	17	13
Gene4609	3	22	28	27	70	14	54	50	50	4	1	4	13	18	16	20	12	37
Gene4610	18	23	2	8	114	14	16	58	14	30	12	14	0	7	15	16	13	21
Gene4611	0	0	6	0	0	0	0	2	0	0	0	1	3	6	0	3	0	0
Gene4612	15	14	1	27	3	17	0	10	3	2	3	7	5	11	14	15	3	0
Gene4613	44	71	40	23	58	2	51	59	9	1	5	7	12	9	12	4	21	84
Gene4614	3	47	20	82	57	80	46	36	40	62	8	101	49	85	116	102	49	31
Gene4615	54	100	6	97	133	253	61	93	107	107	166	75	21	56	80	47	79	47
Gene4616	7	1	6	12	0	14	2	10	1	10	0	4	8	1	1	4	9	4
Gene4617	5	0	3	3	3	0	0	1	4	0	2	1	0	0	1	0	0	0
Gene4618	23	6	2	35	18	27	15	12	1	20	19	24	16	19	36	19	25	15
Gene4619	6	46	63	65	51	61	42	99	57	50	5	56	106	88	69	97	87	57
Gene4620	45	22	1	40	119	19	151	129	17	31	16	4	4	35	55	20	25	52
Gene4621	26	54	35	19	2	22	34	36	43	18	36	44	29	21	2	8	48	42
Gene4622	22	56	21	33	10	29	3	21	18	21	46	16	47	26	48	3	3	18
Gene4623	71	72	101	49	70	58	119	40	11	61	71	139	138	60	69	213	132	83
Gene4624	5	20	4	4	12	1	16	20	16	19	1	20	10	17	4	14	15	10
Gene4625	36	18	0	22	10	95	23	11	17	50	64	121	4	34	103	23	82	17
Gene4626	17	25	9	18	3	1	22	2	4	17	9	9	11	0	1	6	13	5
Gene4627	142	36	41	76	69	218	5	42	21	179	87	144	78	197	125	239	10	18
Gene4628	17	19	8	24	20	11	25	15	1	34	27	13	1	11	3	35	2	2
Gene4629	3	30	75	28	29	68	22	27	41	47	2	53	54	62	58	108	41	31
Gene4630	64	17	4	12	7	11	53	24	20	23	23	25	0	18	14	35	24	52
Gene4631	37	12	25	12	3	4	17	11	30	2	8	2	2	3	1	3	3	8
Gene4632	44	28	15	82	54	2	3	46	52	14	4	14	11	23	9	14	0	47
Gene4633	0	14	15	2	1	4	13	6	3	1	0	7	0	2	5	5	0	5
Gene4634	4	32	12	34	17	33	22	26	22	32	11	14	13	26	43	20	25	34
Gene4635	27	9	1	9	8	1	4	18	2	9	16	1	0	12	8	14	3	7
Gene4636	1	0	0	4	0	4	1	0	0	6	0	4	0	2	0	0	2	1
Gene4637	7	26	28	9	21	7	2	6	12	12	39	15	3	18	3	22	5	4
Gene4638	9	19	7	6	25	5	14	9	0	14	3	7	13	9	35	14	8	19
Gene4639	1	7	6	6	10	15	13	17	0	23	2	38	26	20	60	44	16	6
Gene4640	108	107	25	65	75	522	75	55	136	919	1114	638	134	703	774	967	1375	219
Gene4641	4	18	12	2	2	0	9	20	8	4	0	0	3	2	0	0	0	4
Gene4642	7	10	2	9	7	0	0	4	3	8	2	8	7	16	19	10	0	19
Gene4643	118	50	105	199	53	309	98	72	5	346	791	499	428	905	225	502	728	77
Gene4644	0	0	1	0	0	0	6	3	0	0	0	0	0	1	0	0	0	0
Gene4645	2	4	3	1	3	3	5	26	0	1	3	0	0	0	0	0	0	15
Gene4646	771	887	1204	682	40	814	704	812	626	1774	1046	697	1749	1604	74	751	995	762
Gene4647	84	24	42	59	58	7	1	27	87	21	14	11	19	4	28	16	3	40
Gene4648	12	9	6	3	20	3	19	9	1	11	7	28	16	5	10	8	10	9
Gene4649	19	123	202	260	476	202	106	235	167	147	21	125	178	374	274	145	231	211
Gene4650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gene4651	591	807	744	461	85	498	600	581	664	219	359	841	793	411	45	160	343	738
Gene4652	0	0	1	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0
Gene4653	2	8	1	2	0	4	0	3	0	3	1	17	30	25	0	0	24	13
Gene4654	2	14	6	6	8	10	15	7	11	5	0	0	5	5	1	8	0	9
Gene4655	3	2	0	8	0	1	3	1	0	0	0	1	5	0	9	0	0	5
Gene4656	10	60	62	40	1	14	32	34	36	8	7	8	9	17	1	6	9	15
Gene4657	4	25	9	34	18	0	6	11	36	2	0	1	6	2	3	1	0	15
Gene4658	56	33	34	48	51	18	46	22	3	25	14	7	15	47	15	34	13	48
Gene4659	1	21	10	15	13	3	7	21	12	8	3	11	21	7	16	27	4	29
Gene4660	38	16	4	14	30	5	4	17	9	14	79	31	2	15	29	8	19	13
Gene4661	32	10	6	11	2	1	0	13	8	11	8	36	2	9	7	2	35	13
Gene4662	63	51	22	52	66	24	8	44	25	18	36	32	32	15	8	23	2	39
Gene4663	46	18	42	11	42	191	34	32	2	120	367	287	121	80	105	118	138	15
Gene4664	9	92	162	179	125	646	178	223	173	331	49	494	1007	882	624	243	416	213
Gene4665	12	6	1	5	23	10	12	13	32	4	10	5	0	9	10	2	8	22
Gene4666	74	71	103	62	6	76	66	94	69	62	54	44	97	44	1	71	118	30
Gene4667	1	10	6	1	3	0	1	3	27	2	2	1	2	1	5	5	1	9
Gene4668	16	21	16	12	3	17	11	31	0	6	16	21	7	34	11	5	50	15
Gene4669	0	1	4	0	17	10	0	18	0	3	0	0	6	0	0	1	0	0
Gene4670	1	0	0	4	6	3	2	14	5	0	5	1	0	0	0	1	6	0
Gene4671	0	0	0	11	0	0	2	2	0	0	0	0	0	0	0	0	0	2
Gene4672	12	13	9	11	18	2	0	15	7	11	14	28	7	3	24	4	3	12
Gene4673	0	0	0	2	0	2	1	1	0	8	0	1	0	0	1	2	1	2
Gene4674	23	123	302	211	176	83	190	454	199	98	5	105	140	118	136	106	124	301
Gene4675	18	0	1	12	1	0	3	2	0	1	0	0	1	0	3	1	4	1
Gene4676	78	64	112	41	3	33	77	53	67	55	21	31	29	44	3	8	60	47
Gene4677	4	14	1	0	7	12	0	2	2	11	22	11	17	18	20	7	3	23
Gene4678	121	34	57	22	65	12	10	49	1	3	14	11	17	15	9	6	12	75
Gene4679	6	81	79	75	97	101	37	98	127	89	4	85	91	194	108	93	108	112
Gene4680	2	19	0	2	4	11	4	6	12	22	24	21	3	14	4	7	18	14
Gene4681	29	29	18	15	1	70	11	12	26	43	48	33	76	46	1	23	49	13
Gene4682	143	75	137	141	78	26	9	94	131	165	28	121	89	147	99	61	15	106
Gene4683	3	2	8	4	0	11	1	1	0	26	2	18	1	84	6	40	37	10
Gene4684	0	3	27	4	17	0	3	0	4	3	0	0	4	0	0	0	3	17
Gene4685	87	30	7	49	58	192	101	59	85	89	68	88	6	41	191	76	103	41
Gene4686	8	16	1	10	0	5	7	4	2	18	13	18	3	4	0	11	19	7
Gene4687	250	232	118	168	378	439	15	229	107	1992	1978	2583	1199	1856	1109	1504	132	169
Gene4688	0	2	14	3	1	2	14	7	0	2	4	3	2	13	3	4	2	6
Gene4689	7	26	61	36	21	7	17	8	50	7	0	6	2	3	5	11	7	34
Gene4690	74	49	4	69	69	19	122	92	60	34	48	17	2	11	32	27	29	117
Gene4691	14	13	35	22	6	8	15	23	55	5	5	9	4	5	1	0	9	21
Gene4692	19	14	5	4	19	33	4	1	6	41	5	140	61	72	44	53	3	5
Gene4693	99	80	105	57	72	457	33	27	2	395	647	475	455	406	449	503	552	30
Gene4694	6	35	22	17	20	60	12	23	8	62	5	48	14	12	88	31	63	50
Gene4695	10	9	0	18	20	405	46	58	21	295	623	170	27	196	186	440	522	14
Gene4696	34	18	21	24	2	373	62	52	88	58	106	77	74	127	8	65	207	7
Gene4697	80	13	30	75	30	140	11	16	23	79	119	181	25	125	168	67	1	27
Gene4698	6	3	1	5	1	0	1	9	1	3	0	0	1	0	0	2	0	11
Gene4699	0	1	3	1	3	4	0	1	0	1	0	1	16	3	0	1	3	2
Gene4700	70	130	10	34	125	171	102	131	87	120	119	67	17	138	114	92	99	123
Gene4701	23	20	43	45	0	47	30	39	78	120	59	35	86	59	7	69	109	16
Gene4702	29	25	34	10	25	72	1	15	70	86	33	46	108	76	56	27	11	18
Gene4703	0	10	9	6	3	0	0	6	0	1	0	0	0	0	0	1	1	1
Gene4704	4	6	34	17	38	17	17	21	16	13	2	9	20	15	13	20	7	23
Gene4705	71	51	5	10	89	138	55	13	20	211	112	92	23	95	78	202	81	66
Gene4706	10	7	29	31	1	13	6	49	4	31	3	42	22	15	3	25	19	19
Gene4707	17	1	10	5	12	1	0	1	10	2	11	5	8	5	4	0	0	2
Gene4708	25	14	20	25	16	37	12	11	1	38	72	88	58	56	5	137	88	28
Gene4709	198	1084	1754	1765	2215	1215	1522	2442	2953	1171	115	565	1258	1149	1141	1250	1196	2847
Gene4710	117	94	2	60	69	76	96	72	36	69	97	44	12	70	88	60	34	104
Gene4711	36	13	19	8	1	7	36	22	27	3	6	19	16	10	1	2	5	1
Gene4712	5	0	3	10	0	0	1	0	4	0	0	0	0	3	0	0	0	5
Gene4713	48	130	70	67	52	55	41	17	2	159	298	354	422	219	157	285	222	59
Gene4714	6	25	34	33	79	48	84	59	57	14	4	4	22	13	29	46	10	74
Gene4715	0	0	0	0	29	0	2	2	4	4	0	0	0	1	1	5	1	4
Gene4716	65	42	75	50	4	131	32	53	24	230	161	390	182	254	20	50	180	63
Gene4717	259	108	175	174	88	324	28	101	154	267	183	187	232	295	326	256	22	161
Gene4718	11	5	9	8	0	0	4	1	1	1	0	0	0	1	0	0	1	0
Gene4719	0	1	1	2	0	0	0	0	0	6	0	0	0	3	0	0	0	0
Gene4720	174	90	17	161	112	27	182	216	158	18	15	13	0	32	15	34	41	165
Gene4721	443	621	445	333	13	479	794	336	430	353	340	455	230	367	32	297	602	464
Gene4722	8	11	14	27	17	151	3	5	52	108	64	107	166	78	172	68	8	16
Gene4723	2	40	20	44	25	21	9	17	1	25	149	25	26	63	9	59	93	34
Gene4724	0	0	0	0	0	0	1	2	0	1	1	0	0	6	0	0	0	0
Gene4725	16	19	2	13	6	9	10	14	32	53	27	25	1	37	26	25	22	37
Gene4726	351	591	627	600	29	2458	395	648	354	1843	1401	1882	1049	1447	100	1158	1645	282
Gene4727	25	42	38	16	31	32	3	18	37	75	161	241	153	183	160	155	29	10
Gene4728	15	0	2	10	1	8	24	1	0	4	0	26	1	4	1	4	0	1
Gene4729	1	19	23	34	7	4	9	9	69	3	0	2	4	0	15	12	2	32
Gene4730	0	6	3	2	3	0	5	6	9	1	4	3	0	3	3	3	0	11
Gene4731	19	4	15	5	0	7	14	10	12	0	0	8	3	2	0	0	10	13
Gene4732	1	6	1	7	0	2	0	1	6	0	1	1	0	0	1	0	0	0
Gene4733	37	98	115	69	118	611	57	59	5	317	608	442	385	302	437	249	545	71
Gene4734	0	1	2	0	0	12	0	12	7	8	0	8	0	11	25	28	10	12
Gene4735	17	1	0	6	5	1	24	3	1	7	14	4	0	0	7	2	8	14
Gene4736	14	10	21	11	0	43	20	10	6	11	17	14	47	42	19	28	61	6
Gene4737	25	20	8	18	17	52	1	9	29	2	14	24	8	1	10	3	1	6
Gene4738	23	20	28	39	19	19	58	29	2	12	11	11	2	15	9	7	20	8
Gene4739	0	13	20	22	37	40	18	22	38	31	3	16	45	14	30	38	32	8
Gene4740	8	14	0	3	20	27	3	7	8	23	18	23	2	25	35	22	110	5
Gene4741	43	11	67	28	4	260	67	43	65	202	208	367	177	52	17	160	156	22
Gene4742	157	105	112	160	175	15	6	137	121	29	19	17	10	22	18	16	2	93
Gene4743	35	38	60	49	19	10	88	32	2	6	15	11	13	10	6	0	8	54
Gene4744	1	15	29	34	22	12	19	16	47	4	1	3	1	1	6	0	1	9
Gene4745	6	10	1	6	4	0	19	22	5	5	3	2	0	0	0	2	2	16
Gene4746	14	17	13	8	3	6	16	15	5	4	27	16	40	26	2	21	28	9
Gene4747	22	7	7	4	19	4	3	9	9	4	2	1	6	2	0	2	0	22
Gene4748	36	39	93	65	32	27	65	21	2	9	29	16	43	38	15	35	53	33
Gene4749	0	14	10	27	27	6	13	10	8	6	0	1	3	5	2	4	9	18
Gene4750	3	7	0	0	2	9	5	4	4	10	10	5	0	2	1	2	1	2
Gene4751	9	24	15	4	0	23	13	35	5	3	7	11	3	1	1	6	9	34
Gene4752	27	3	21	22	14	28	7	7	22	96	85	135	115	82	24	81	12	11
Gene4753	49	10	11	4	20	7	45	12	1	9	2	19	29	6	7	9	14	25
Gene4754	3	15	6	31	29	9	2	32	10	1	0	1	5	4	6	5	13	15
Gene4755	0	7	4	2	19	65	2	1	3	3	23	0	2	10	30	67	17	5
Gene4756	35	12	34	30	9	76	54	27	31	118	219	109	238	57	14	136	254	23
Gene4757	375	200	253	187	221	376	21	287	233	644	369	773	401	580	630	714	90	235
Gene4758	1	0	0	0	2	0	4	8	0	0	5	4	11	4	1	0	2	0
Gene4759	5	2	8	4	19	7	10	4	1	7	0	5	2	3	5	6	2	2
Gene4760	4	6	0	17	13	5	16	22	6	2	0	0	0	1	2	0	7	28
Gene4761	15	97	63	38	4	5	83	76	60	8	24	20	9	8	2	8	18	49
Gene4762	63	75	72	27	38	46	3	43	76	191	370	381	233	143	203	89	18	129
Gene4763	30	12	19	26	46	10	49	10	1	2	8	6	5	11	0	5	8	6
Gene4764	1	30	46	104	16	31	25	22	31	22	0	24	14	8	9	35	19	58
Gene4765	23	3	1	7	0	1	6	4	0	6	0	0	0	0	0	1	0	4
Gene4766	75	195	151	137	22	517	353	132	213	398	285	245	490	303	37	493	466	160
Gene4767	23	9	21	46	14	10	5	10	59	1	19	20	6	8	20	7	0	30
Gene4768	9	5	6	5	11	4	7	11	0	23	2	1	3	2	54	1	3	0
Gene4769	0	0	3	0	1	0	2	6	0	0	0	0	3	86	2	4	0	0
Gene4770	0	0	0	0	8	1	0	0	0	5	8	2	1	5	0	2	10	5
Gene4771	17	15	17	21	2	10	40	35	30	10	25	79	36	17	3	41	24	9
Gene4772	9	6	4	4	38	5	4	19	4	19	2	11	7	10	7	8	0	39
Gene4773	11	21	8	13	7	30	2	9	0	30	23	16	34	63	41	32	19	26
Gene4774	1	51	75	44	78	156	24	87	20	110	11	85	276	149	152	113	158	55
Gene4775	31	22	4	14	15	5	24	8	23	8	2	1	1	0	14	4	1	13
Gene4776	58	55	20	25	5	41	5	41	53	25	37	95	15	35	5	80	36	20
Gene4777	99	48	42	47	66	190	5	114	91	232	99	352	112	179	198	111	14	62
Gene4778	12	3	5	8	2	32	4	5	0	20	8	52	13	22	20	22	9	8
Gene4779	3	18	16	7	14	14	13	5	31	4	2	20	37	6	6	35	19	33
Gene4780	3	2	0	16	1	30	5	2	0	1	34	25	2	10	59	78	103	2
Gene4781	34	27	28	3	2	17	36	17	5	2	3	10	19	2	0	5	1	8
Gene4782	172	78	147	181	107	28	11	98	76	65	69	54	32	39	59	35	4	81
Gene4783	26	25	28	60	24	4	13	38	1	15	14	10	26	44	16	72	32	24
Gene4784	2	19	13	0	11	37	9	7	7	19	1	46	62	13	12	11	11	3
Gene4785	6	0	1	0	14	3	2	9	0	1	0	1	0	0	2	0	1	1
Gene4786	0	15	10	6	2	17	12	7	10	8	9	10	2	2	0	1	3	4
Gene4787	505	282	673	550	347	182	57	574	475	188	166	184	175	309	273	257	19	156
Gene4788	17	4	0	0	1	20	1	7	0	11	59	18	15	24	8	2	6	0
Gene4789	3	28	110	55	41	469	38	52	43	101	22	84	208	222	661	430	187	59
Gene4790	5	20	7	9	14	44	8	18	9	46	50	20	1	32	10	4	12	42
Gene4791	0	2	0	0	0	0	4	0	0	1	0	0	0	2	0	0	0	0
Gene4792	35	25	45	67	16	4	3	44	8	14	12	30	13	18	52	12	2	18
Gene4793	6	4	0	0	2	0	0	0	0	1	1	1	19	0	5	7	10	10
Gene4794	4	12	70	25	78	31	23	99	48	14	5	26	50	8	24	82	10	111
Gene4795	3	2	1	0	0	12	3	1	2	1	0	0	0	0	0	0	0	1
Gene4796	16	31	54	16	0	43	26	6	22	8	17	21	28	6	0	16	16	5
Gene4797	78	70	23	55	87	2	11	62	102	2	5	6	6	5	8	5	0	91
Gene4798	1	0	1	3	0	0	0	0	0	0	0	4	0	1	1	4	0	6
Gene4799	0	9	29	19	25	33	6	13	28	19	5	30	26	138	10	65	27	21
Gene4800	29	46	2	28	38	38	28	42	57	71	81	64	2	31	29	49	50	26
Gene4801	27	47	49	21	4	17	57	34	70	33	20	24	11	2	1	10	39	21
Gene4802	1	3	3	9	10	4	1	0	8	0	1	8	0	0	1	13	0	2
Gene4803	349	298	337	232	155	110	300	143	30	76	212	94	204	166	150	210	86	296
Gene4804	5	35	27	35	17	6	12	32	29	23	2	6	22	9	28	13	43	53
Gene4805	30	11	2	11	19	20	14	28	28	31	1	2	6	22	22	4	13	33
Gene4806	42	51	56	37	4	113	30	69	57	81	182	44	50	61	9	52	97	17
Gene4807	0	4	1	1	7	0	0	6	13	0	0	23	3	18	0	4	4	2
Gene4808	31	34	43	44	24	35	44	32	1	55	83	61	76	46	64	10	87	49
Gene4809	8	161	193	175	112	72	117	88	79	138	15	63	153	146	143	142	150	172
Gene4810	1	5	0	2	9	0	0	0	2	52	0	0	0	2	3	0	3	0
Gene4811	1	1	13	0	0	0	2	0	0	0	5	3	0	0	0	0	0	3
Gene4812	6	11	15	8	28	2	3	4	11	6	4	5	3	5	8	5	0	4
Gene4813	53	58	36	23	28	4	36	12	1	22	16	13	10	28	18	13	12	28
Gene4814	0	0	0	0	0	0	2	2	0	6	1	1	0	0	0	0	2	0
Gene4815	17	7	4	5	21	71	22	16	16	17	34	12	0	21	74	37	34	11
Gene4816	0	2	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0
Gene4817	5	1	0	1	1	0	0	0	10	2	0	0	1	1	0	2	0	1
Gene4818	2	1	0	2	5	0	0	0	0	0	3	1	0	0	1	2	0	0
Gene4819	5	10	23	22	30	15	22	15	8	12	5	7	15	13	16	16	5	18
Gene4820	21	15	0	16	12	43	25	55	21	50	31	23	1	21	26	23	32	31
Gene4821	13	11	1	6	0	16	0	1	5	35	48	31	110	36	0	36	3	0
Gene4822	7	10	20	38	6	4	0	13	17	4	1	6	10	8	1	13	1	5
Gene4823	1	0	0	0	0	0	7	0	0	1	8	4	0	0	4	8	0	4
Gene4824	2	15	23	30	19	1	36	35	75	14	0	17	30	25	31	23	10	21
Gene4825	0	0	0	5	10	3	10	4	6	6	8	14	0	14	8	0	2	1
Gene4826	4	4	17	2	0	10	5	8	20	6	24	29	37	22	0	1	5	9
Gene4827	298	236	336	307	168	260	18	160	186	504	321	277	191	203	285	117	14	196
Gene4828	32	42	35	43	35	3	31	18	2	6	8	7	7	21	6	6	13	74
Gene4829	0	23	89	26	78	66	30	45	32	39	2	49	65	102	31	102	36	19
Gene4830	38	16	0	6	18	15	39	8	41	26	37	32	1	47	30	34	26	18
Gene4831	5	6	24	24	4	24	10	3	8	14	0	6	3	5	2	17	17	2
Gene4832	17	49	29	21	55	1	0	9	24	4	17	12	0	24	13	16	0	9
Gene4833	1	6	11	2	4	15	6	1	0	3	25	18	14	22	8	7	12	19
Gene4834	2	6	12	20	9	18	13	1	12	3	0	4	2	6	26	11	18	1
Gene4835	0	4	0	0	0	4	0	12	0	0	1	4	1	11	9	6	9	4
Gene4836	33	46	63	27	5	57	21	31	62	165	18	58	50	22	3	109	99	54
Gene4837	3	3	9	7	7	116	0	1	0	59	43	8	24	4	34	30	1	1
Gene4838	89	140	167	212	100	319	222	234	14	224	232	447	186	291	178	355	323	244
Gene4839	5	11	32	49	51	138	35	41	53	120	9	31	99	64	89	66	78	81
Gene4840	9	5	0	2	0	27	0	5	14	14	27	0	2	4	10	2	10	0
Gene4841	74	78	132	51	7	564	69	52	127	834	733	679	1237	620	101	732	695	53
Gene4842	0	1	14	18	2	3	2	8	3	8	9	8	3	7	13	10	1	2
Gene4843	39	31	68	58	69	16	67	66	6	24	45	27	39	20	16	38	49	62
Gene4844	2	1	12	11	6	14	14	7	31	8	2	25	17	33	2	79	12	11
Gene4845	52	46	3	84	46	98	65	62	68	76	154	73	12	66	124	249	68	51
Gene4846	24	20	12	31	5	23	36	28	11	50	39	27	40	12	2	30	43	13
Gene4847	135	220	109	225	189	211	31	86	114	301	165	155	112	197	193	229	17	116
Gene4848	9	2	11	0	0	2	0	12	1	2	6	21	0	5	3	9	3	4
Gene4849	4	31	148	110	93	112	73	114	51	98	8	106	211	164	93	82	81	53
Gene4850	19	7	1	3	9	11	1	9	5	2	36	6	0	1	1	6	24	18
Gene4851	24	29	15	14	1	13	8	32	13	13	4	13	7	12	0	4	6	6
Gene4852	0	2	0	0	2	0	0	0	0	3	1	4	0	2	41	0	1	1
Gene4853	6	17	14	4	28	26	3	7	1	38	2	73	65	158	47	43	41	25
Gene4854	0	0	0	2	0	1	2	0	2	5	0	0	0	0	0	2	0	4
Gene4855	14	4	0	3	7	42	1	7	9	42	8	6	1	24	10	5	13	16
Gene4856	22	17	4	6	3	15	36	5	10	31	26	11	11	10	0	17	15	14
Gene4857	0	0	0	19	0	1	0	0	4	4	1	0	0	0	1	1	3	2
Gene4858	10	9	3	6	10	5	14	12	0	7	1	57	1	0	11	4	16	7
Gene4859	3	16	13	27	10	7	10	30	4	2	2	1	5	34	5	12	8	15
Gene4860	0	5	1	9	2	12	5	4	0	3	7	119	0	20	8	61	52	0
Gene4861	33	22	95	22	3	79	7	26	51	34	38	30	56	31	2	27	66	6
Gene4862	20	3	35	18	7	9	2	14	26	2	3	8	11	7	13	8	2	2
Gene4863	37	50	49	39	21	30	39	3	0	29	44	11	19	31	58	17	19	57
Gene4864	0	8	13	22	7	44	11	4	15	7	0	28	42	30	5	26	26	13
Gene4865	10	5	0	5	9	6	9	22	10	12	5	4	2	3	5	6	4	10
Gene4866	260	336	414	107	18	178	216	408	263	305	285	351	332	182	44	353	296	207
Gene4867	50	48	58	136	65	16	4	69	80	59	66	48	31	40	36	52	9	25
Gene4868	0	0	4	0	0	0	0	0	0	0	0	0	9	21	1	14	4	1
Gene4869	0	7	9	20	3	24	8	7	13	3	1	6	27	16	21	14	16	16
Gene4870	17	4	0	5	47	3	8	41	21	7	11	17	4	6	5	35	17	4
Gene4871	28	14	20	20	0	5	20	2	22	23	7	7	3	7	0	8	2	9
Gene4872	15	59	8	24	4	4	1	21	21	12	23	25	6	12	12	4	3	6
Gene4873	25	20	15	26	12	4	18	3	0	2	4	3	0	6	3	6	11	37
Gene4874	2	19	96	43	46	129	16	29	51	161	7	113	219	73	283	237	173	28
Gene4875	2	1	0	22	2	4	5	3	2	30	4	3	2	3	18	0	4	9
Gene4876	16	56	30	10	7	56	50	43	59	40	47	98	166	122	8	125	105	51
Gene4877	50	15	25	15	14	57	3	5	8	44	66	170	50	79	78	78	11	8
Gene4878	179	155	123	169	128	37	124	66	10	47	21	63	73	38	67	17	14	123
Gene4879	6	29	62	61	12	33	24	17	42	5	4	19	49	22	34	31	13	10
Gene4880	33	35	4	56	85	721	57	37	39	701	514	357	53	489	194	921	832	83
Gene4881	1	12	12	3	2	5	11	21	6	60	57	59	24	13	2	3	46	2
Gene4882	324	167	243	163	205	24	15	207	159	80	58	161	41	138	128	69	7	77
Gene4883	33	34	19	9	16	3	24	12	2	12	1	11	14	18	4	3	9	23
